user_id,item_id
43,3770
43,8106
43,7060
43,1724
43,1097
43,6667
43,4255
43,1340
44,3558
44,6544
44,5622
44,6637
44,1380
44,5078
44,5617
44,2990
44,1807
44,1988
44,2871
44,3068
44,5769
44,4644
44,8713
45,5177
45,457
45,540
45,874
45,5374
45,915
45,8582
45,3847
45,2109
45,1593
45,1748
45,3685
45,814
45,7343
45,2434
46,646
46,824
46,3492
46,1822
46,8649
46,4094
46,4615
46,3759
46,7286
46,5208
46,3763
46,7996
46,2687
46,7387
46,8661
47,8380
47,6595
47,4135
47,7277
47,6867
47,5546
47,3089
47,6994
47,301
47,306
47,6878
47,1248
47,6430
47,1792
47,215
48,4046
48,2046
48,1626
48,1305
48,7759
48,3978
48,7
48,5684
48,7980
48,7371
48,2993
48,2748
48,5959
48,1446
48,3824
49,6608
49,1205
49,5226
49,993
49,5066
49,1565
49,1151
49,935
49,7788
49,2891
49,3895
49,1368
49,6605
49,5299
49,943
50,366
50,8664
50,1150
50,2371
50,5509
50,1654
50,4744
50,1155
50,1488
50,904
50,3958
50,5483
50,6459
50,1701
50,6590
51,1754
51,129
51,4130
51,4492
51,8247
51,3633
51,5725
51,1047
51,1829
51,715
51,3960
51,2827
51,8115
51,6542
51,6705
52,1218
52,3969
52,4145
52,4761
52,2218
52,3235
52,7234
52,8693
52,2619
52,7661
52,1954
52,6441
52,4768
52,1249
52,5878
53,411
53,4223
53,628
53,4038
53,6859
53,3505
53,2644
53,655
53,2564
53,8967
53,6887
53,7302
53,4352
53,3037
53,2094
54,1289
54,1308
54,1897
54,4478
54,5434
54,5033
54,2656
54,2425
54,1507
54,5261
54,3594
54,1358
54,5744
54,4131
54,5663
55,1580
55,4482
55,1433
55,4816
55,4905
55,6837
55,6171
55,8669
55,1434
55,1557
55,60
55,4447
55,7696
55,8788
55,745
56,4679
56,274
56,918
56,7622
56,3577
56,442
56,1393
56,1717
56,2018
56,1513
56,1926
56,5609
56,1410
56,1953
56,3447
57,1197
57,542
57,292
57,1513
57,5354
57,7622
57,4494
57,744
57,3317
57,6338
57,4542
57,8510
57,7019
57,4796
57,6077
58,673
58,6426
58,7746
58,5560
58,6704
58,534
58,3227
58,6103
58,406
58,417
58,5745
58,6759
58,4019
58,3124
58,3822
59,365
59,64
59,3070
59,1758
59,2964
59,1792
59,1566
59,736
59,2574
59,3430
59,2115
59,2952
59,4500
59,3458
59,3125
60,2042
60,2144
60,1712
60,4474
60,4705
60,664
60,2866
60,7336
60,5574
60,3157
60,3674
60,4083
60,7698
60,2927
60,7275
61,437
61,292
61,2458
61,1999
61,209
61,1629
61,5393
61,6119
61,7824
61,2945
61,7055
61,694
61,1557
61,7083
61,300
62,2271
62,706
62,1715
62,4478
62,8346
62,7589
62,2735
62,2819
62,256
62,1158
62,6786
62,6145
62,6714
62,2087
62,665
63,3847
63,5597
63,6712
63,4519
63,204
63,6448
63,1585
63,4664
63,6837
63,8169
63,5916
63,3964
63,1880
63,2755
63,4132
64,2865
64,7180
64,6074
64,2618
64,7572
64,4388
64,8393
64,5433
64,6369
64,1245
64,3827
64,4432
64,6357
64,5281
64,423
65,1726
65,2559
65,7055
65,4733
65,5008
65,8877
65,6648
65,2877
65,2625
65,821
65,8977
65,6960
65,6189
65,3835
65,8622
66,1229
66,5954
66,5945
66,2557
66,2748
66,3207
66,6699
66,1406
66,7603
66,2645
66,585
66,2095
66,4354
66,5740
66,3741
67,4278
67,887
67,2725
67,2103
67,565
67,4795
67,2448
67,7211
67,4275
67,1394
67,139
67,1896
67,6392
67,6612
67,8094
68,4285
68,1696
68,2548
68,8460
68,180
68,7225
68,2269
68,4987
68,8630
68,8064
68,5860
68,5541
68,8961
68,3549
68,1175
69,1883
69,1455
69,275
69,2213
69,3244
69,4667
69,4080
69,7824
69,7912
69,8212
69,4825
69,4520
69,1441
69,2125
69,8769
70,1432
70,4345
70,379
70,21
70,7268
70,4073
70,1350
70,6461
70,1341
70,4450
70,5324
70,8503
70,7422
70,5441
70,5679
71,7259
71,816
71,2720
71,4006
71,5887
71,6108
71,7315
71,4084
71,5743
71,2948
71,1573
71,6626
71,3537
71,7909
71,8894
72,2554
72,3101
72,3756
72,5004
72,6418
72,7156
72,3378
72,6904
72,5331
72,3440
72,7880
72,8015
72,4172
72,4153
72,2962
73,3495
73,5310
73,956
73,403
73,966
73,4577
73,3962
73,7396
73,1109
73,7294
73,4175
73,8495
73,771
73,2532
73,738
74,2865
74,2785
74,4273
74,5114
74,71
74,3782
74,2616
74,3675
74,6344
74,2124
74,3108
74,6234
74,255
74,7553
74,2987
75,2800
75,5324
75,7414
75,687
75,6096
75,3197
75,4279
75,6535
75,5282
75,3082
75,5166
75,1869
75,8531
75,7458
75,4940
76,1541
76,5299
76,5013
76,2323
76,2735
76,4780
76,6148
76,7399
76,6575
76,1520
76,6840
76,4513
76,3476
76,5970
76,832
77,4124
77,749
77,8677
77,1245
77,7434
77,4798
77,3593
77,3809
77,6344
77,1386
77,2174
77,481
77,5886
77,6164
77,2565
78,3080
78,1670
78,7651
78,961
78,5467
78,5727
78,4305
78,4845
78,4316
78,1770
78,7768
78,3382
78,7077
78,444
78,1884
79,3213
79,5622
79,5747
79,6572
79,8133
79,2448
79,3969
79,2709
79,6643
79,3307
79,1258
79,7002
79,1710
79,2655
79,1834
80,1164
80,3059
80,2644
80,2508
80,1393
80,2828
80,531
80,729
80,6857
80,2545
80,5010
80,6219
80,2012
80,1708
80,8277
81,1253
81,2627
81,2066
81,5739
81,2745
81,4407
81,1328
81,8401
81,1977
81,7227
81,3101
81,5313
81,2177
81,16
81,5574
82,5073
82,2672
82,1907
82,518
82,1337
82,2976
82,8070
82,5010
82,7835
82,4782
82,7711
82,422
82,8442
82,6326
82,6834
83,159
83,242
83,3921
83,440
83,3887
83,712
83,1925
83,3075
83,7929
83,84
83,923
83,1799
83,7087
83,2016
83,5924
84,2686
84,1199
84,1222
84,2955
84,52
84,2085
84,1899
84,534
84,4033
84,540
84,4553
84,2635
84,4220
84,1403
84,8132
85,1597
85,7307
85,5597
85,4038
85,6945
85,2462
85,95
85,794
85,7714
85,47
85,3164
85,4883
85,4066
85,2273
85,6823
86,2056
86,7110
86,1944
86,3779
86,3841
86,6145
86,6068
86,4944
86,7833
86,8775
86,1260
86,1439
86,646
86,473
86,2202
87,3515
87,777
87,403
87,190
87,3264
87,1507
87,6523
87,3282
87,2883
87,5201
87,5683
87,3848
87,2772
87,36
87,1082
88,3019
88,1598
88,4258
88,5241
88,242
88,3340
88,777
88,2112
88,4505
88,2666
88,6021
88,4115
88,2470
88,6851
88,8365
89,2715
89,5945
89,4455
89,4679
89,3159
89,159
89,6213
89,600
89,2656
89,4271
89,1776
89,3212
89,2082
89,7455
89,8563
90,317
90,1099
90,4873
90,3367
90,1800
90,6898
90,7436
90,331
90,7785
90,5226
90,2336
90,4468
90,5786
90,1571
90,3498
91,336
91,6231
91,6032
91,1601
91,2820
91,7211
91,8294
91,8712
91,8500
91,8876
91,6106
91,2806
91,2949
91,6673
91,3071
92,3434
92,71
92,7156
92,6698
92,1200
92,1960
92,6516
92,7191
92,6324
92,8523
92,7137
92,2776
92,5278
92,7544
92,395
93,6698
93,7358
93,2466
93,7522
93,876
93,6647
93,7043
93,5732
93,1226
93,7852
93,3461
93,8396
93,4871
93,3337
93,3357
94,5131
94,1708
94,7307
94,7931
94,2967
94,6541
94,7286
94,4772
94,5825
94,3894
94,1483
94,8815
94,1027
94,2945
94,3458
95,151
95,824
95,1729
95,4791
95,3361
95,1954
95,5161
95,8412
95,1974
95,1448
95,8995
95,5943
95,5767
95,8311
95,7820
96,4354
96,275
96,4775
96,7884
96,1566
96,3303
96,8492
96,2304
96,3574
96,6117
96,3536
96,4233
96,8117
96,4115
96,6617
97,2832
97,881
97,5123
97,3076
97,2558
97,7349
97,6942
97,7268
97,4131
97,2090
97,4090
97,2689
97,8120
97,8307
97,6196
98,2228
98,2804
98,6094
98,3851
98,2147
98,1701
98,3023
98,2144
98,6239
98,4884
98,5374
98,5906
98,7227
98,6699
98,2835
99,1705
99,1973
99,3737
99,932
99,3560
99,4830
99,1795
99,824
99,1510
99,939
99,7411
99,5059
99,4748
99,1174
99,1092
100,774
100,7870
100,1374
100,2293
100,2194
100,29
100,458
100,5085
100,4610
100,6920
100,8760
100,263
100,4328
100,2712
100,5932
101,1369
101,6243
101,1999
101,988
101,5942
101,608
101,8192
101,2863
101,6859
101,6201
101,4710
101,3505
101,4445
101,5928
101,7404
102,411
102,2897
102,1880
102,3990
102,3627
102,2714
102,6893
102,1769
102,2154
102,3307
102,5286
102,2068
102,1485
102,5595
102,4713
103,2221
103,5622
103,791
103,4273
103,553
103,4019
103,8313
103,4638
103,5389
103,6769
103,7970
103,2821
103,5305
103,1395
103,2154
104,945
104,8791
104,4710
104,3837
104,7434
104,4396
104,6107
104,6326
104,776
104,3462
104,6882
104,7613
104,6170
104,6105
104,5194
105,3891
105,1919
105,3118
105,2112
105,4519
105,1230
105,2069
105,3787
105,7754
105,8636
105,7540
105,7807
105,7562
105,1518
105,6531
106,1076
106,7156
106,4477
106,7651
106,266
106,4605
106,1629
106,6063
106,6512
106,2816
106,4260
106,369
106,267
106,6748
106,3783
107,803
107,437
107,5423
107,493
107,3321
107,54
107,4919
107,615
107,3386
107,1262
107,19
107,7429
107,1855
107,329
107,2354
108,3059
108,4046
108,3019
108,4394
108,3813
108,1899
108,8707
108,6356
108,6109
108,2496
108,7948
108,525
108,6875
108,4513
108,2336
109,3034
109,7889
109,8223
109,5845
109,7434
109,4123
109,1521
109,1164
109,2950
109,650
109,1480
109,2017
109,1134
109,3770
109,4120
110,2957
110,3019
110,4258
110,1417
110,215
110,7255
110,2988
110,7884
110,5879
110,2271
110,2458
110,5069
110,2787
110,8239
110,2013
111,749
111,1337
111,2793
111,1728
111,2035
111,189
111,4111
111,3781
111,2172
111,1959
111,8247
111,2482
111,5928
111,879
111,286
112,4928
112,4984
112,5008
112,4258
112,5595
112,2947
112,8459
112,6041
112,2950
112,2091
112,6172
112,425
112,3834
112,8907
112,2948
113,59
113,5569
113,3835
113,5943
113,5412
113,7227
113,5294
113,1756
113,2573
113,7003
113,6538
113,4958
113,6471
113,546
113,5599
114,8002
114,2644
114,5203
114,850
114,2708
114,1097
114,3526
114,7363
114,7416
114,2982
114,8304
114,967
114,4943
114,812
114,5262
115,8515
115,302
115,1758
115,1921
115,3278
115,2926
115,4305
115,1076
115,1232
115,3242
115,3304
115,6571
115,6966
115,8759
115,4720
116,7494
116,4902
116,277
116,1884
116,4152
116,6362
116,3132
116,6505
116,8329
116,7228
116,58
116,7936
116,3124
116,8516
116,1723
117,317
117,871
117,1683
117,1656
117,272
117,857
117,1685
117,1805
117,5617
117,7544
117,355
117,3039
117,7286
117,8472
117,2967
118,3990
118,886
118,1422
118,1597
118,3539
118,4801
118,1833
118,4777
118,8269
118,2009
118,7714
118,3739
118,3024
118,5252
118,2870
119,171
119,3802
119,2553
119,1204
119,3697
119,5440
119,7149
119,6845
119,4474
119,4674
119,89
119,7775
119,1392
119,1979
119,5322
120,3228
120,2368
120,6006
120,780
120,5363
120,4664
120,5516
120,3687
120,6141
120,8645
120,4930
120,2220
120,99
120,5117
120,7057
121,3505
121,4590
121,580
121,4733
121,590
121,3409
121,2011
121,8366
121,278
121,6044
121,4458
121,1271
121,3849
121,2639
121,4944
122,2357
122,7448
122,4022
122,35
122,6477
122,2951
122,1778
122,4273
122,4290
122,1783
122,3040
122,2083
122,2463
122,6221
122,1385
123,2513
123,1207
123,1745
123,4832
123,6469
123,2377
123,1021
123,2166
123,1190
123,8693
123,8228
123,5878
123,375
123,1223
123,8430
124,479
124,5215
124,2711
124,6520
124,8403
124,2947
124,1807
124,7401
124,1838
124,6306
124,3196
124,8874
124,8747
124,7884
124,8804
125,5049
125,1920
125,3882
125,4830
125,1037
125,6957
125,3926
125,357
125,4172
125,191
125,6978
125,5044
125,848
125,1322
125,7124
126,801
126,1839
126,6224
126,6001
126,819
126,5727
126,2247
126,1974
126,633
126,2407
126,7184
126,1081
126,4850
126,544
126,4544
127,59
127,5237
127,3690
127,4420
127,2196
127,1366
127,6284
127,6215
127,3679
127,2140
127,1972
127,4190
127,462
127,5107
127,1346
128,5265
128,7879
128,540
128,6854
128,6835
128,931
128,997
128,4431
128,2072
128,60
128,6827
128,298
128,5948
128,3252
128,721
129,1337
129,245
129,8565
129,3404
129,1618
129,213
129,951
129,3657
129,5048
129,6530
129,5226
129,3308
129,6838
129,4644
129,240
130,1465
130,856
130,730
130,2553
130,2330
130,6898
130,5100
130,4847
130,3126
130,2566
130,957
130,326
130,4360
130,7286
130,164
131,278
131,1738
131,3210
131,1734
131,4388
131,4021
131,2010
131,3684
131,6478
131,3830
131,5918
131,2556
131,8340
131,7093
131,6516
132,2324
132,472
132,4272
132,4809
132,5194
132,2376
132,7461
132,1101
132,4239
132,8850
132,1718
132,5543
132,1348
132,6558
132,5415
133,337
133,5398
133,1920
133,987
133,8037
133,3577
133,8568
133,6345
133,2666
133,4143
133,8117
133,4830
133,917
133,6027
133,4852
134,6741
134,3055
134,4432
134,4630
134,4475
134,6497
134,1721
134,5227
134,2391
134,164
134,4754
134,885
134,7966
134,5730
134,586
135,4469
135,217
135,6063
135,3804
135,5381
135,996
135,1340
135,5310
135,6059
135,7665
135,3145
135,4518
135,1297
135,1997
135,5158
136,7307
136,5265
136,7318
136,2501
136,841
136,1256
136,7708
136,561
136,7710
136,6384
136,1130
136,3033
136,5578
136,4091
136,4112
137,3936
137,8010
137,1493
137,3879
137,8044
137,4698
137,1269
137,1900
137,2844
137,6050
137,4589
137,7860
137,429
137,5724
137,189
138,6440
138,6976
138,5103
138,6905
138,4165
138,5903
138,7894
138,1934
138,2935
138,2317
138,8740
138,4684
138,5520
138,6890
138,7906
139,4005
139,5661
139,884
139,7032
139,4898
139,6236
139,1894
139,2870
139,5498
139,1087
139,2490
139,4154
139,7180
139,4624
139,1160
140,8002
140,3139
140,1876
140,3880
140,6942
140,2834
140,426
140,1438
140,7807
140,2018
140,5498
140,6809
140,6003
140,5261
140,6345
141,3896
141,3989
141,4416
141,3836
141,1775
141,6793
141,1904
141,6245
141,3164
141,6106
141,6181
141,8413
141,6721
141,6235
141,6968
142,4178
142,1392
142,14
142,6921
142,6527
142,5243
142,574
142,2465
142,1936
142,4421
142,7817
142,2064
142,8869
142,5149
142,6332
143,1128
143,2056
143,522
143,1738
143,177
143,2069
143,7869
143,6044
143,76
143,2661
143,896
143,2324
143,4917
143,1649
143,3830
144,2820
144,5945
144,4098
144,2167
144,6997
144,3007
144,3198
144,945
144,1403
144,5734
144,3051
144,6326
144,3830
144,6347
144,4369
145,3140
145,729
145,8650
145,5222
145,5021
145,4733
145,4037
145,3868
145,2812
145,6395
145,3031
145,6844
145,2023
145,4954
145,7777
146,1921
146,4037
146,856
146,982
146,2275
146,3003
146,7880
146,8187
146,1779
146,6308
146,4938
146,7048
146,771
146,1171
146,2921
147,5066
147,5597
147,2614
147,3264
147,179
147,1437
147,6448
147,8333
147,647
147,7154
147,1012
147,4773
147,5095
147,6609
147,2844
148,5392
148,2271
148,4204
148,1090
148,2291
148,362
148,4524
148,2678
148,2892
148,6833
148,776
148,8385
148,7559
148,658
148,266
149,2129
149,5038
149,7257
149,2545
149,2096
149,2290
149,7138
149,7726
149,999
149,3381
149,2377
149,8918
149,1800
149,3611
149,3167
150,2812
150,2228
150,5886
150,4222
150,2277
150,2110
150,3996
150,3044
150,5349
150,3555
150,2121
150,1142
150,7080
150,7208
150,840
151,5569
151,5735
151,3720
151,2496
151,1461
151,352
151,1887
151,8078
151,2473
151,6196
151,780
151,7391
151,7551
151,454
151,6960
152,856
152,4300
152,7401
152,2382
152,4475
152,2893
152,4017
152,101
152,5810
152,5886
152,1991
152,8146
152,4180
152,7455
152,6052
153,1199
153,7572
153,352
153,7890
153,2093
153,5207
153,5027
153,8224
153,4046
153,1553
153,4174
153,4035
153,4931
153,7757
153,5402
154,6541
154,5919
154,784
154,2415
154,1532
154,3879
154,2989
154,7775
154,3789
154,7266
154,3538
154,2958
154,4565
154,7977
154,7472
155,7102
155,3349
155,5153
155,3413
155,3162
155,612
155,2907
155,4354
155,6546
155,361
155,213
155,7484
155,8109
155,8085
155,7088
156,655
156,782
156,500
156,657
156,5796
156,1372
156,486
156,2923
156,5704
156,3479
156,158
156,3244
156,2452
156,5832
156,1256
157,3880
157,6252
157,1518
157,7431
157,4736
157,2496
157,1483
157,1405
157,6608
157,2791
157,1686
157,5757
157,5116
157,3547
157,3152
158,1420
158,1880
158,336
158,5747
158,4099
158,4732
158,5244
158,6884
158,3994
158,1019
158,4798
158,2886
158,6852
158,2148
158,1999
159,479
159,5295
159,6403
159,1077
159,7434
159,3012
159,4261
159,1369
159,5139
159,8304
159,2367
159,1091
159,2817
159,7110
159,7403
160,777
160,8515
160,5629
160,4497
160,4903
160,2582
160,1699
160,2290
160,1695
160,1446
160,1789
160,3282
160,8826
160,7667
160,6619
161,275
161,7
161,2664
161,7213
161,3853
161,615
161,2241
161,4540
161,1579
161,7210
161,775
161,8636
161,1445
161,58
161,6215
162,3847
162,1999
162,876
162,6850
162,3887
162,2018
162,5567
162,532
162,4884
162,5661
162,6443
162,6809
162,1512
162,1241
162,4710
163,3360
163,768
163,61
163,40
163,2400
163,531
163,3796
163,7203
163,7726
163,1318
163,5152
163,7968
163,5760
163,2002
163,7091
164,4474
164,1230
164,5111
164,2033
164,4089
164,2124
164,172
164,6455
164,4205
164,8392
164,5612
164,998
164,4185
164,6214
164,1570
165,2457
165,2497
165,8650
165,856
165,7482
165,7833
165,6439
165,3849
165,2143
165,8817
165,2390
165,210
165,3768
165,8905
165,2960
166,1954
166,2062
166,1287
166,2484
166,1255
166,4464
166,5616
166,6638
166,6602
166,4353
166,4940
166,1718
166,2768
166,4019
166,766
167,3706
167,960
167,1779
167,392
167,366
167,2921
167,7017
167,4348
167,8103
167,6117
167,4824
167,8095
167,6326
167,6889
167,207
168,7102
168,88
168,6375
168,5838
168,3990
168,4477
168,326
168,6161
168,1015
168,1049
168,1079
168,6592
168,5394
168,4367
168,2731
169,1605
169,2458
169,4246
169,4838
169,815
169,2282
169,1600
169,3742
169,6725
169,2325
169,1423
169,702
169,7791
169,3108
169,5917
170,3110
170,730
170,1014
170,5771
170,387
170,3288
170,3403
170,3421
170,1150
170,6516
170,3572
170,682
170,8883
170,3260
170,7045
171,2553
171,8776
171,6830
171,6852
171,7711
171,2699
171,6149
171,6951
171,1959
171,8914
171,6448
171,4182
171,4935
171,6186
171,1945
172,319
172,780
172,8649
172,4098
172,8223
172,4284
172,4555
172,1724
172,1628
172,8490
172,171
172,6466
172,7268
172,2090
172,457
173,2260
173,1466
173,6037
173,6934
173,2018
173,4225
173,8974
173,4283
173,568
173,3368
173,5332
173,1117
173,8336
173,7008
173,2655
174,5528
174,7413
174,3697
174,6948
174,5408
174,2812
174,2236
174,1190
174,8664
174,8846
174,8558
174,4319
174,4550
174,3099
174,4979
175,448
175,3079
175,647
175,5579
175,1633
175,1963
175,5283
175,6863
175,2649
175,6852
175,3600
175,6520
175,8189
175,2477
175,4278
176,53
176,5067
176,3153
176,941
176,1391
176,4341
176,50
176,585
176,938
176,570
176,3722
176,3464
176,2351
176,163
176,1893
177,139
177,3889
177,3373
177,707
177,1026
177,6833
177,4405
177,5630
177,3445
177,3488
177,365
177,5103
177,4932
177,645
177,212
178,1873
178,428
178,467
178,83
178,3720
178,8942
178,5911
178,2241
178,1846
178,7679
178,781
178,3826
178,1261
178,1119
178,2234
179,646
179,4108
179,5240
179,4777
179,4217
179,2695
179,6831
179,1405
179,6007
179,8791
179,4094
179,2507
179,1034
179,1139
179,8303
180,2088
180,1199
180,1711
180,3802
180,3206
180,3168
180,6192
180,6795
180,7332
180,6087
180,2158
180,1379
180,5269
180,7526
180,4160
181,1117
181,2142
181,1369
181,6732
181,1923
181,8630
181,3178
181,5601
181,3143
181,8220
181,6896
181,7746
181,6995
181,7546
181,1282
182,2315
182,3264
182,3493
182,2783
182,5240
182,5203
182,406
182,5039
182,2859
182,2686
182,2697
182,8179
182,3066
182,8419
182,6669
183,3843
183,589
183,5597
183,2465
183,5981
183,1122
183,2771
183,1256
183,8428
183,6252
183,8503
183,3953
183,5893
183,5257
183,2185
184,612
184,202
184,1139
184,5310
184,682
184,5739
184,3269
184,3974
184,2860
184,2976
184,6058
184,2487
184,155
184,1231
184,8093
185,6821
185,2368
185,5368
185,3896
185,5260
185,6259
185,1580
185,4952
185,2808
185,2323
185,2859
185,7558
185,4678
185,4221
185,8672
186,785
186,1876
186,36
186,2071
186,2213
186,5066
186,4073
186,1101
186,7686
186,1635
186,4038
186,653
186,6798
186,6647
186,7084
187,6426
187,647
187,2957
187,1795
187,3165
187,5413
187,642
187,1308
187,5326
187,3941
187,8821
187,4154
187,145
187,4019
187,3835
188,3853
188,647
188,8274
188,4923
188,8513
188,5435
188,543
188,719
188,1303
188,5454
188,161
188,4628
188,6739
188,32
188,3612
189,5310
189,3264
189,5205
189,2686
189,5991
189,3498
189,826
189,446
189,4897
189,4186
189,80
189,4995
189,265
189,971
189,3706
190,2240
190,1887
190,8774
190,1701
190,3518
190,6456
190,3232
190,5678
190,7424
190,4301
190,5427
190,7453
190,4626
190,4916
190,5324
191,1134
191,4366
191,1248
191,3933
191,2075
191,3124
191,8669
191,2908
191,4955
191,7724
191,312
191,6840
